Item(s),Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25,Item 26,Item 27,Item 28,Item 29,Item 30,Item 31,Item 32,count_matches,count_diff,count
5,tropical fruit,whole milk,butter milk,uht-milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,yogurt,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
5,sausage,yogurt,pastry,canned fish,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
9,frankfurter,other vegetables,whole milk,butter,rolls/buns,margarine,instant food products,canned beer,detergent,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
12,meat,root vegetables,other vegetables,yogurt,whipped/sour cream,hard cheese,frozen fruits,ice cream,domestic eggs,sweet spreads,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,,,True,0,12
9,tropical fruit,berries,root vegetables,other vegetables,yogurt,cream cheese,rolls/buns,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
4,yogurt,processed cheese,frozen vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,condensed milk,rolls/buns,sugar,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
7,sausage,root vegetables,whole milk,butter milk,yogurt,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
2,whole milk,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
5,frankfurter,sausage,citrus fruit,pip fruit,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
5,whole milk,butter,yogurt,beverages,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
2,pip fruit,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
10,citrus fruit,tropical fruit,pip fruit,grapes,root vegetables,other vegetables,rolls/buns,pastry,jam,cat food,,,,,,,,,,,,,,,,,,,,,,,True,0,10
9,butter,yogurt,cream cheese,spread cheese,rolls/buns,bottled water,soda,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
2,tropical fruit,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,citrus fruit,dessert,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,citrus fruit,pip fruit,whole milk,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
8,butter,sliced cheese,frozen meals,rolls/buns,brown bread,canned fruit,fruit/vegetable juice,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
2,seasonal products,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
8,tropical fruit,pip fruit,whole milk,curd,yogurt,brown bread,pastry,cereals,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
4,sausage,rolls/buns,mustard,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,sausage,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,pip fruit,beverages,pastry,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,yogurt,cream cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
7,sausage,citrus fruit,butter,domestic eggs,rolls/buns,margarine,soda,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
3,citrus fruit,yogurt,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,uht-milk,condensed milk,coffee,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,sausage,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
8,whole milk,brown bread,pastry,pasta,margarine,sugar,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
6,citrus fruit,other vegetables,whole milk,mayonnaise,rolls/buns,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
6,pork,citrus fruit,pip fruit,other vegetables,whole milk,pudding powder,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
3,pip fruit,cream cheese,cookware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,root vegetables,whipped/sour cream,oil,pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
8,meat,other vegetables,whole milk,rolls/buns,sugar,coffee,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
5,whole milk,rolls/buns,brown bread,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,pork,root vegetables,pasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,other vegetables,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
8,sausage,citrus fruit,other vegetables,whipped/sour cream,frozen vegetables,margarine,bottled beer,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
12,beef,whole milk,curd,yogurt,hard cheese,domestic eggs,rolls/buns,white bread,oil,misc. beverages,cling film/bags,house keeping products,,,,,,,,,,,,,,,,,,,,,True,0,12
17,organic sausage,turkey,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,dessert,butter milk,yogurt,cream cheese,processed cheese,white bread,sauces,bottled beer,waffles,candy,,,,,,,,,,,,,,,,True,0,17
2,frozen meals,canned fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
12,meat,pip fruit,dessert,processed cheese,domestic eggs,rolls/buns,white bread,brown bread,pastry,semi-finished bread,candy,cookware,,,,,,,,,,,,,,,,,,,,,True,0,12
11,tropical fruit,root vegetables,other vegetables,whole milk,yogurt,soft cheese,domestic eggs,rolls/buns,margarine,mustard,bottled water,,,,,,,,,,,,,,,,,,,,,,True,0,11
8,tropical fruit,berries,whipped/sour cream,rolls/buns,pickled vegetables,coffee,soda,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
3,whipped/sour cream,pastry,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
6,sausage,hamburger meat,citrus fruit,whole milk,yogurt,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
6,frankfurter,sausage,rolls/buns,soda,liquor,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
6,meat,root vegetables,other vegetables,whipped/sour cream,frozen meals,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
8,chicken,pork,tropical fruit,whipped/sour cream,oil,coffee,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
2,long life bakery product,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
6,cream cheese,oil,canned beer,waffles,hygiene articles,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
4,whole milk,brown bread,bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
6,citrus fruit,onions,beverages,margarine,bottled beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
3,tropical fruit,brown bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
9,sausage,hard cheese,rolls/buns,specialty fat,mustard,long life bakery product,seasonal products,napkins,dishes,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
1,soups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
5,citrus fruit,pip fruit,root vegetables,whole milk,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
7,beef,root vegetables,other vegetables,frozen vegetables,ice cream,rolls/buns,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
4,beverages,sauces,sweet spreads,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
5,meat,pork,tropical fruit,root vegetables,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
5,meat,other vegetables,whole milk,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
6,sausage,tropical fruit,pip fruit,curd,beverages,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
10,frankfurter,sausage,tropical fruit,root vegetables,whole milk,sliced cheese,frozen vegetables,mustard,pickled vegetables,salty snack,,,,,,,,,,,,,,,,,,,,,,,True,0,10
4,sausage,uht-milk,bottled beer,kitchen towels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,whole milk,butter,sugar,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
5,whole milk,soft cheese,sliced cheese,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
4,root vegetables,other vegetables,yogurt,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
6,pip fruit,other vegetables,whole milk,yogurt,pasta,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
7,liver loaf,chicken,other vegetables,frozen vegetables,margarine,detergent,softener,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
8,citrus fruit,pip fruit,whole milk,cream cheese,sweet spreads,long life bakery product,cake bar,napkins,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
3,citrus fruit,curd,uht-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,hamburger meat,margarine,soda,bathroom cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
6,pork,other vegetables,whole milk,frozen potato products,flour,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
3,nuts/prunes,other vegetables,rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,sausage,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,frozen vegetables,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
8,pip fruit,whole milk,white bread,brown bread,margarine,sweet spreads,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
8,frankfurter,other vegetables,whipped/sour cream,specialty cheese,domestic eggs,rolls/buns,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
2,other vegetables,soft cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,white bread,bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,whole milk,rolls/buns,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
10,frankfurter,sausage,berries,butter,yogurt,whipped/sour cream,cream cheese,domestic eggs,margarine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,True,0,10
2,beverages,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,sausage,yogurt,pastry,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,finished products,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
5,pastry,oil,bottled beer,chocolate,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
2,specialty chocolate,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
7,tropical fruit,pip fruit,root vegetables,liquor,detergent,dishes,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
2,skin care,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
2,condensed milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
2,root vegetables,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
5,pip fruit,whole milk,ready soups,canned fish,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
5,root vegetables,other vegetables,whole milk,soups,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
8,sausage,whole milk,frozen vegetables,frozen meals,domestic eggs,rolls/buns,fruit/vegetable juice,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
4,brown bread,canned beer,detergent,softener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,hard cheese,instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
5,soda,bottled beer,liquor,red/blush wine,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,whole milk,butter,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
6,tropical fruit,pip fruit,sugar,napkins,cling film/bags,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
7,liver loaf,root vegetables,onions,uht-milk,cream cheese,soda,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
2,yogurt,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
6,root vegetables,other vegetables,yogurt,baking powder,brandy,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
14,hamburger meat,tropical fruit,other vegetables,whole milk,butter,yogurt,whipped/sour cream,hard cheese,white bread,instant food products,tea,soda,bottled beer,specialty bar,,,,,,,,,,,,,,,,,,,True,0,14
3,pip fruit,butter milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,pip fruit,soda,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
6,tropical fruit,butter,rolls/buns,canned fish,dog food,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
2,dessert,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,whole milk,rolls/buns,pastry,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
6,liver loaf,root vegetables,other vegetables,whole milk,frozen vegetables,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
4,frankfurter,whole milk,rolls/buns,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
8,root vegetables,other vegetables,whole milk,frozen fish,honey,instant food products,canned fish,dishes,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
6,cream cheese,instant coffee,salty snack,waffles,kitchen towels,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
2,rolls/buns,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,sausage,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,soups,canned vegetables,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
6,whole milk,yogurt,cream cheese,rolls/buns,roll products,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
5,sausage,pickled vegetables,soda,skin care,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
10,pork,pip fruit,packaged fruit/vegetables,dessert,frozen vegetables,pasta,margarine,chocolate marshmallow,detergent,softener,,,,,,,,,,,,,,,,,,,,,,,True,0,10
3,curd,soda,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,frankfurter,whole milk,butter,dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,meat,frozen meals,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,turkey,tropical fruit,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,rolls/buns,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
2,citrus fruit,specialty fat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,whipped/sour cream,frozen vegetables,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,spread cheese,white bread,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
8,whole milk,curd,dessert,misc. beverages,chocolate marshmallow,cling film/bags,house keeping products,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
2,root vegetables,soft cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,frankfurter,butter,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
10,other vegetables,whole milk,dessert,sliced cheese,hard cheese,oil,coffee,soda,fruit/vegetable juice,seasonal products,,,,,,,,,,,,,,,,,,,,,,,True,0,10
2,instant coffee,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
6,beef,yogurt,cream cheese,frozen meals,cat food,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
3,curd,uht-milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
12,hamburger meat,whole milk,curd,dessert,rolls/buns,oil,spices,sauces,soda,cake bar,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,True,0,12
5,citrus fruit,root vegetables,onions,whole milk,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,rolls/buns,soda,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,pork,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
5,cream cheese,ice cream,pastry,specialty chocolate,rubbing alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
4,tropical fruit,pip fruit,whole milk,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,pork,root vegetables,brown bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,sausage,pork,whole milk,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,yogurt,canned beer,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
7,meat,finished products,other vegetables,rolls/buns,brown bread,soda,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
3,tropical fruit,brown bread,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
9,hamburger meat,other vegetables,whole milk,cream,oil,sugar,baking powder,canned beer,baby cosmetics,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
7,root vegetables,other vegetables,yogurt,rolls/buns,bottled water,chocolate,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
8,chicken,whole milk,whipped/sour cream,rolls/buns,white bread,fruit/vegetable juice,popcorn,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
2,dessert,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
6,pip fruit,condensed milk,sugar,coffee,bottled water,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
5,sausage,other vegetables,salt,male cosmetics,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
5,sausage,other vegetables,whole milk,yogurt,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
14,whole milk,butter milk,yogurt,rolls/buns,white bread,mustard,pickled vegetables,sweet spreads,canned fish,soda,misc. beverages,long life bakery product,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,,,True,0,14
2,citrus fruit,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,sausage,rolls/buns,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,sausage,soft cheese,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,whole milk,rolls/buns,syrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
6,liver loaf,whole milk,yogurt,condensed milk,specialty cheese,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
5,meat,citrus fruit,pip fruit,root vegetables,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
4,whole milk,processed cheese,spread cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,frozen meals,white bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,dessert,yogurt,cat food,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,grapes,other vegetables,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,rolls/buns,sugar,coffee,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
6,sausage,meat,pip fruit,other vegetables,salty snack,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
3,sausage,beverages,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,chicken,fruit/vegetable juice,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,whole milk,bottled water,rum,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,rolls/buns,soda,snack products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
9,citrus fruit,berries,yogurt,bottled water,soda,fruit/vegetable juice,chocolate,specialty bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
3,rolls/buns,pastry,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,pasta,sauces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
7,sausage,pork,sliced cheese,frozen potato products,white bread,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
5,tropical fruit,pip fruit,grapes,packaged fruit/vegetables,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,waffles,chocolate,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
8,citrus fruit,tropical fruit,baking powder,fruit/vegetable juice,waffles,specialty bar,candles,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
3,pasta,specialty chocolate,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,semi-finished bread,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
6,beef,spread cheese,domestic eggs,cat food,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
5,whole milk,white bread,pet care,bottled water,softener,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
2,yogurt,frozen dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,whole milk,coffee,cooking chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
8,sausage,ham,soft cheese,hard cheese,coffee,soda,long life bakery product,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
8,other vegetables,uht-milk,semi-finished bread,margarine,canned vegetables,bottled water,cake bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
3,tropical fruit,yogurt,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,coffee,sparkling wine,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
5,root vegetables,brown bread,mustard,cat food,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
12,frankfurter,pork,other vegetables,whole milk,butter,brown bread,semi-finished bread,pet care,canned beer,waffles,hygiene articles,newspapers,,,,,,,,,,,,,,,,,,,,,True,0,12
5,ham,dessert,yogurt,processed cheese,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
5,pip fruit,whole milk,beverages,domestic eggs,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,yogurt,sugar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,meat,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,soda,bathroom cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
6,pork,onions,domestic eggs,pastry,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
2,specialty bar,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,berries,yogurt,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,dessert,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,ham,onions,herbs,sparkling wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
7,pork,tropical fruit,hard cheese,margarine,soda,bottled beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
2,cat food,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
5,whole milk,brown bread,margarine,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,margarine,fruit/vegetable juice,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,whole milk,dessert,coffee,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,other vegetables,rolls/buns,hair spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,sausage,white wine,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
7,butter milk,ice cream,coffee,bottled water,fruit/vegetable juice,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
4,ham,root vegetables,whipped/sour cream,ketchup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
5,other vegetables,butter milk,frozen meals,ice cream,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
5,sausage,frozen vegetables,rolls/buns,soda,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
2,misc. beverages,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,whipped/sour cream,margarine,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,tropical fruit,whipped/sour cream,jam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,pip fruit,soda,sparkling wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,waffles,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
8,tropical fruit,other vegetables,whole milk,brown bread,margarine,sauces,sweet spreads,waffles,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
9,frankfurter,citrus fruit,pip fruit,butter milk,beverages,frozen meals,brown bread,pickled vegetables,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
8,sausage,rolls/buns,sugar,bottled water,soda,fruit/vegetable juice,white wine,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
6,frankfurter,sausage,curd,processed cheese,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
3,curd,coffee,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
8,meat,citrus fruit,yogurt,brown bread,cat food,bottled water,chocolate,napkins,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
8,other vegetables,whole milk,frozen potato products,white bread,pastry,soda,fruit/vegetable juice,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
2,pip fruit,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
6,other vegetables,whole milk,mustard,prosecco,specialty chocolate,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
10,sausage,other vegetables,dessert,yogurt,condensed milk,hard cheese,spread cheese,bottled water,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,True,0,10
